26.133	-6.790	-14.302	37.238	-3.297
3.614	-1.562	-4.261	-3.440	3.889
-18.053	12.937	16.332	-14.953	-13.484
4.669	-1.923	-3.455	1.475	-1.698
14.740	-28.848	-29.164	25.464	1.078
30.776	3.697	0.608	37.246	-10.876
-9.904	14.966	24.138	-10.071	-21.032
1.874	-2.039	-4.001	3.005	2.776
0.657	-9.687	-0.227	-0.192	1.053
-3.449	-47.534	-24.542	1.302	-0.336
-16.114	3.339	5.266	-9.876	-14.761
-1.656	30.959	21.943	-2.431	-21.799
26.407	3.844	7.406	17.929	6.213
-30.245	-26.437	1.806	-32.382	-3.456
3.389	-45.602	-32.691	14.910	-0.296
4.470	-7.933	-4.908	2.037	2.636
-18.333	1.816	33.857	-27.786	-10.270
-11.270	0.047	-8.052	4.016	-4.202
20.817	22.767	11.527	25.823	-13.580
-19.593	4.862	6.842	-12.450	-16.649
2.930	19.222	39.602	-9.594	-10.063
-4.420	23.428	17.136	-1.941	-25.805
22.004	-12.617	-17.617	33.553	-4.432
23.709	-2.925	12.053	18.938	-2.029
-4.864	-44.826	-28.092	-1.242	-0.355
1.759	19.618	24.737	6.477	-18.075
25.221	4.109	-7.734	37.604	-12.172
3.036	-43.517	-30.605	8.198	-3.214
19.879	13.251	22.252	7.411	0.944
13.769	19.027	34.601	-2.400	-0.659
-23.510	-41.847	-16.813	-20.538	-3.565
26.852	1.617	8.655	15.303	7.703
2.327	2.816	0.454	-1.205	-0.471
7.395	-8.496	-2.379	7.437	7.124
29.290	-10.086	-14.857	37.825	-3.807
-2.383	12.009	38.761	-15.577	-5.978
25.592	-8.737	-16.889	35.976	-3.478
16.955	14.069	31.389	3.775	0.773
-27.356	-18.602	16.338	-37.465	-6.763
10.065	-7.580	-2.032	3.817	4.930
27.748	10.704	-6.838	35.937	-7.432
-1.178	-41.136	-33.539	16.015	1.898
-27.894	-30.048	3.823	-31.826	-5.895
-0.401	-2.265	0.990	-1.691	-1.942
-11.015	-3.029	0.192	-9.413	-11.113
-8.817	-5.144	-7.045	-3.160	-7.383
-19.931	8.611	11.942	-11.599	-15.729
21.069	9.531	12.436	12.937	2.275
18.286	19.356	3.340	27.905	-12.331
-16.413	9.741	12.973	-13.703	-14.443
-14.239	14.585	13.484	-10.203	-16.078
19.515	-18.933	-20.533	28.654	1.081
23.221	5.180	16.472	10.791	1.490
-10.179	15.036	15.409	-11.143	-13.026
-30.300	-20.545	14.203	-35.373	-10.255
0.715	-38.843	-32.438	14.513	0.208
-19.061	3.761	5.300	-13.328	-17.263
-25.115	-10.886	22.317	-31.093	-5.520
-28.283	-7.542	14.792	-37.587	-12.212
-27.561	-26.686	7.987	-35.166	-14.416
11.256	-4.298	-3.283	9.444	10.451
26.205	9.313	2.705	32.229	-7.878
8.091	-30.733	-29.160	24.438	-0.520
5.248	18.826	21.626	3.333	-21.142
6.502	-9.482	-6.478	3.475	1.425
-12.704	-43.293	-22.445	-11.816	-2.900
24.448	-5.897	7.333	17.097	5.388
14.377	-1.594	-2.677	12.528	3.090
-7.776	-41.282	-29.377	6.003	1.241
14.155	-28.223	-28.355	20.863	-4.861
-13.695	1.426	2.980	-10.152	-8.685
-14.830	1.602	35.002	-28.468	-12.995
9.000	18.138	37.610	-12.315	-4.387
-12.234	-4.009	0.074	-9.143	-6.461
-12.407	6.477	32.812	-27.310	-9.871
-18.233	-2.946	28.122	-37.051	-11.058
-25.204	-24.541	10.428	-30.604	-7.415
-1.920	-1.630	-4.102	-1.953	-4.293
-27.047	-29.215	2.998	-30.266	-2.606
27.648	16.706	24.423	5.716	-3.593
25.234	-14.757	-19.577	29.263	4.390
0.394	-0.851	4.239	4.328	3.039
21.738	-9.843	-19.747	35.690	-0.364
-9.353	8.807	32.074	-25.081	-10.538
17.808	-5.789	1.712	15.306	6.446
-27.381	-6.150	25.091	-37.051	-9.204
-27.001	-15.034	3.093	-30.569	-6.598
17.992	23.206	16.877	21.152	-17.889
16.192	12.365	21.610	15.394	0.941
-3.256	21.758	24.943	6.454	-13.378
-9.546	-5.511	-6.636	-4.263	-6.460
7.663	-12.706	-3.312	9.834	5.432
-6.957	1.951	-4.482	-5.871	-7.254
13.920	-3.311	-1.890	13.654	4.054
8.444	-4.365	1.950	1.184	-0.888
17.603	-18.335	-18.939	39.136	-3.699
15.430	-27.446	-27.358	28.401	-2.075
-8.276	7.852	34.107	-21.971	-14.900
-14.570	3.899	12.067	-12.887	-12.342
-14.906	-6.729	-2.131	-10.831	-9.836
-18.243	2.141	3.387	-9.904	-14.210
17.704	-24.599	-30.824	26.335	-2.786
24.216	3.747	8.010	20.687	6.340
-3.293	21.113	21.123	-2.370	-20.403
-5.658	13.323	42.320	-23.172	-6.518
3.470	-4.909	-5.551	-3.453	-0.412
15.252	12.452	31.977	3.156	-6.104
2.241	-3.760	-4.065	-0.534	8.377
-27.203	-29.027	0.677	-32.144	-8.438
-6.850	-2.396	0.925	-0.024	-1.758
-19.228	6.992	7.781	-11.798	-13.900
16.078	-5.186	-0.156	11.198	7.885
24.966	-14.626	-18.254	36.526	-5.425
23.175	15.104	6.891	32.157	-10.166
-3.220	-11.236	2.741	8.533	0.077
-17.284	1.360	4.765	-11.602	-8.151
13.514	-34.512	-35.334	21.767	-0.174
-1.035	-43.355	-33.672	1.559	-5.023
16.802	-24.377	-18.338	31.712	-3.945
-20.405	1.708	-1.700	-13.365	-10.164
7.866	-6.505	-5.791	7.948	8.853
26.063	28.249	9.936	25.638	-10.357
-3.786	-49.344	-31.593	4.862	-4.843
-29.724	-18.425	18.057	-34.150	-2.763
9.712	-6.195	0.084	13.510	3.879
-10.713	-1.542	-3.677	-10.949	-7.265
-22.968	-0.439	27.716	-31.387	-9.036
-15.530	12.671	11.283	-11.313	-11.543
-23.501	-37.148	-3.461	-23.706	-7.086
0.665	0.046	-3.114	3.913	-0.027
7.332	-8.800	-10.475	-0.071	0.331
-1.949	27.271	24.445	3.167	-19.060
12.560	25.895	23.810	15.666	-21.982
23.210	-23.719	-21.982	33.513	3.096
-15.778	15.029	19.151	-9.809	-20.179
-16.422	3.464	4.903	-12.198	-11.202
23.196	20.340	0.688	35.609	-7.522
-11.838	-6.469	-3.052	-7.898	-7.640
-12.638	-5.199	-3.031	-1.208	-2.526
3.732	-4.355	-7.438	-1.641	9.847
-15.898	-3.458	-4.298	-10.430	-5.549
-0.127	-6.192	-4.376	3.665	-0.028
-12.012	-1.691	1.820	-5.365	-12.667
28.549	17.497	-0.946	32.948	-8.821
-0.880	-36.667	-35.915	9.513	-5.826
26.906	6.437	5.584	13.650	0.927
6.276	-42.190	-31.832	12.767	5.178
29.160	-7.044	-9.893	39.962	-5.754
-21.551	-37.479	-10.269	-31.760	-13.451
-19.441	-42.923	-19.625	-12.569	-4.479
22.193	4.469	17.196	13.756	6.751
-9.852	6.142	32.263	-21.941	-8.780
-7.445	-5.587	-7.424	1.580	-4.646
-4.710	7.618	39.177	-27.611	-12.536
19.752	-2.554	0.358	12.695	2.974
-2.334	-9.394	-2.656	4.645	2.143
-26.154	-14.459	20.669	-38.515	-6.563
19.252	-5.257	4.695	12.311	3.060
-11.379	11.404	11.567	-6.602	-18.494
21.459	18.375	10.739	29.374	-12.859
-5.633	-0.547	-1.854	-1.361	-3.292
-12.292	14.220	13.062	-9.593	-21.409
-24.858	-30.758	-0.083	-29.553	-4.791
-3.717	2.026	-1.018	0.222	2.771
18.883	26.645	11.466	23.699	-11.247
1.669	22.812	20.643	-1.749	-14.313
8.206	-42.464	-28.283	18.584	-2.216
13.719	-23.629	-32.000	29.676	-1.551
8.103	-30.822	-27.602	28.783	1.847
23.604	17.111	28.459	12.146	4.836
8.043	-10.029	-3.856	-4.473	2.660
22.810	-4.405	7.560	14.610	3.130
-8.662	1.926	-1.148	-6.702	-8.069
-6.558	-44.009	-30.614	7.247	-1.944
-5.432	-8.733	-3.212	-2.990	-5.155
12.954	-38.114	-30.057	20.262	-2.371
9.556	15.744	38.625	-2.270	-4.663
-28.453	-19.769	7.231	-34.367	-12.001
-15.214	11.221	14.701	-7.808	-18.412
-28.778	-29.106	2.039	-27.241	-6.438
9.778	-22.030	-28.760	23.419	0.393
0.800	-6.396	-2.660	4.505	2.310
21.224	17.735	33.681	6.572	-3.046
25.613	-0.685	-15.919	37.579	-7.025
20.328	-19.010	-21.742	36.938	-4.750
-17.397	-1.694	32.385	-25.740	-11.300
-0.704	11.407	38.298	-16.743	-9.084
-19.835	-8.153	26.483	-26.598	-7.174
13.302	-5.425	-4.807	9.032	4.006
17.556	-5.927	-1.453	16.691	6.319
2.912	-2.591	-6.805	-1.169	-1.111
16.122	-32.390	-30.821	19.219	-5.321
27.421	-9.632	-16.718	33.690	-2.860
26.816	18.453	10.288	37.857	-10.211
20.619	-2.903	3.888	18.804	5.597
-19.455	-4.297	22.840	-29.422	-11.711
25.580	15.028	23.737	7.190	10.524
-13.436	4.810	2.478	-9.298	-14.806
-20.773	-15.500	15.905	-35.853	-8.641
